ID,Ingredients,Cuisine
564,"green chili, yogurt, salt, coriander leaves, lemon juice, mint leaves, cumin seeds",Indian
565,"garlic cloves, oil, green chili, spinach, water, chopped tomatoes, cardamom pods, bay leaf, coriander, ginger, large onion, cinnamon, turmeric, chickpeas, Garam Masala, cumin seeds",Indian
566,"water, ghee, Garam Masala, tomato puree, brown rice, cumin seeds, garlic cloves, fresh red chilli, lean beef mince, coriander leaves, ground turmeric, coriander leaves, ginger, coconut milk, mustard seeds, red onion, brown rice",Indian
567,"onion, water, instant oats, lemon juice, veggies, pepper, curry leaves, salt, turmeric, garam masala, coriander, red chili",Indian
568,"raw cashews, Garam Masala, cayenne, kasoori methi, heavy cream, salt, ghee, masala, paneer, water, paprika, fenugreek leaves",Indian
569,"medium potato, green cardamoms, oil, cinnamon stick, ginger paste, eggs, red chili powder, coriander powder, oil, green chili, cumin seeds, onion, cloves, coriander leaves, salt, warm water, bay leaf, tomato, salt, turmeric powder",Indian
570,"chili powder, paprika, black pepper, crushed red pepper, shredded cheese, garlic powder, ground beef, cumin, yellow onion, shredded lettuce, diced tomatoes, pico de gallo, salt, warm water, avocado, sour cream, salt, chili powder, oil, red kidney beans, rinsed and drained, diced green chilies, oil, baking powder, petite diced tomatoes, all purpose flour, cilantro, sliced black olives",Indian
571,"plain yogurt, fresh ginger, tomato paste, cumin, fresh cilantro, onion, tomato sauce, garlic, milk, fenugreek, salt, salt, coriander, boneless skinless chicken breasts, vegetable oil, Garam Masala",Indian
572,"onion, garam masala, kosher salt, turmeric, red pepper flakes, cumin seeds, ginger root, garlic, okra, baking soda",Indian
573,"yoghurt, ground coriander, ghee, onion, chilli powder, ground cinnamon, cardamom pods, ground turmeric, salt, cloves, garlic cloves, braising steak, ground cumin, ground ginger, sugar, vinegar, chopped tomatoes, ground black pepper",Indian
574,"green cardamom pods, salt, fennel seeds, black peppercorns, milk, tea bag, sugar, cinnamon stick, fresh ginger, water",Indian
575,"cinnamon, onion, turmeric, shredded carrots, chicken bouillon, butter, pepper, curry powder, minced garlic, water, cardamom, salt, dry lentils, full fat coconut milk, minced ginger",Indian
576,"cumin powder, garlic powder, paprika, Garam Masala, spices, fenugreek leaves, cinnamon, herbs, turmeric, red pepper, nutmeg, coriander powder, ginger powder, Garam Masala",Indian
577,"chickpeas, ground chicken, ground black pepper, curry powder, fat free greek yogurt, tomatoes with juice, chopped cilantro, olive oil, onion, salt",Indian
578,"salt, mustard seeds, asafoetida, yoghurt, sesame seeds, salt, curry leaves, gourd, cheese, flour, vegetable oil, water, garlic ginger paste, sugar, chilli powder, cumin seeds, turmeric powder, vegetable oil",Indian
579,"salt, ginger paste, coriander powder, fish, chili powder, shallot, lemon juice, turmeric powder, garlic paste, oil",Indian
580,"honey, yogurt, vegetable oil, garlic cloves, strong white flour, water, salt, yeast",Indian
581,"chicken thigh fillets, ground ginger, coconut oil, salt, coconut milk, Garam Masala, lemon juice, paprika, ground turmeric, cumin, ground coriander, crushed garlic, brown onion, ground cardamom, tomato paste",Indian
582,"curry leaves, urad dal, coconut oil, garlic cloves, salt, red chilies, mustard seeds, basmati rice",Indian
583,"salt, mustard seeds, plum tomatoes, rapeseed oil, fresh coriander, chilli powder, fresh ginger, marrow, onion, garlic cloves, cumin seeds, Garam Masala, green chillies, turmeric",Indian
584,"water, cilantro leaves, fresh ginger, cooking spray, finger chili, chickpea flour, chili powder, salt",Indian
585,"garlic cloves, lemon juice, chicken, ground cumin, olive oil, black peppercorns, cardamom pods, ground coriander, Greek-style yogurt, fresh ginger, sea salt",Indian
586,"grapeseed oil, mild curry powder, fillets, steamed rice, tomatoes, green beans, black pepper, ground turmeric, ground cumin, ginger, sea salt flakes, celery leaves, green beans, mild curry powder, grapeseed oil, yellow onion, black pepper, lime, yellow onion, tomatoes, celery leaves, garlic, ground coriander, garlic, ginger, yogurt, cilantro leaves, ground coriander, cilantro leaves, ground cumin, sea salt flakes, yogurt, ground turmeric",Indian
587,"oil, ginger garlic paste, Garam Masala, curry leaves, turmeric powder, salt, onions, chicken, red chilly powder, green chillies",Indian
588,"ghee, coriander leaves, coriander powder, chilli powder, onion, garam masala, turmeric powder, salt, garlic, basmati rice, cooked vegetables, masala, lemon juice",Indian
589,"tomatoes, plain low fat yogurt, Garam Masala, cardamom, red chili powder, beans, beans, chana dal, garlic, cumin, onions, oil, ginger, turmeric, salt, paprika, plain whole milk yogurt",Indian
590,"cardamom, yellow onions, potatoes, salt, paprika, vegetable oil, cumin, water, fresh ginger, chopped fresh cilantro, garlic, cayenne pepper, coriander, turmeric, boneless beef stew meat",Indian
591,"red food coloring, cardamom, cloves, almond, basmati rice, ghee, sugar, pistachio, khoya, raisins",Indian
592,"salt, rice flour, water, yogurt, ginger, oil, baking soda, curry leaves, green chili, cumin seeds, coriander leaves, all purpose flour",Indian
593,"cardamom, evaporated milk, ginger, cinnamon sticks, water, sugar, tea bags, clove",Indian
594,"cumin seeds, ground coriander, pastry, frozen peas, chili powder, mustard seeds, onion, salt, vegetable oil, Garam Masala, vegetable oil, medium potatoes",Indian
595,"cayenne pepper, fennel, cumin powder, fenugreek, ground coriander, freshly ground black pepper, turmeric",Indian
596,"shallots, cumin seeds, coriander powder, salt, chicken, garam masala, pepper, turmeric powder, oil, curry leaves, chilli powder, green chilli, coriander leaves, garlic paste, coconut",Indian
597,"mango ginger, turmeric powder, red chili powder, sugar, red chili, water, oil, green pea, salt, Panch Phoron, coriander leaves, coconut, curry leaf, ginger, tomato, green chili",Indian
598,"garlic, chopped fresh cilantro, curry powder, sea salt, small onion, cayenne pepper, celery stalk, green lentils, red bell pepper, coconut oil",Indian
599,"black pepper, lemon grass, pink salt, turmeric, cooked chicken breasts, red onion, full fat coconut milk, monk fruit, vegetable broth, chard, garlic powder, white rice, fresh ginger, chili powder, Garam Masala, celery, fresh cilantro, carrots, limes juice",Indian
600,"curry powder, coconut oil, ground turmeric, salt, fresh cilantro, cauliflower, cayenne",Indian
601,"chopped fresh cilantro, smoked paprika, apple cider vinegar, sea salt, ground cinnamon, fresh lemon juice, fresh lemon juice, raw cashews, cilantro leaves, ground cumin, garlic, ground coriander, ground turmeric, ground cloves, cayenne pepper, leaves, ground ginger, coconut yogurt, extra-virgin olive oil, scallions, sea salt, garlic, coconut yogurt",Indian
602,"Garam Masala, cilantro, globe eggplant, rainbow chard, plain yogurt, garlic, basmati rice, white onion, grape seed oil, salt, chickpeas",Indian
603,"black pepper, curry paste, ground turmeric, water, kosher salt, canola oil, lemon juice, garlic, curry powder, cilantro, chicken pieces, seasoning, roasted ground cumin, Garam Masala",Indian
604,"ground cinnamon, sugar, ground black pepper, chickpeas, garam masala, extra-virgin olive oil, raisins, water, onion powder, chopped fresh herbs, kosher salt, brown basmati rice, lemon juice, rice, root vegetables, kosher salt, cilantro, ground pepper, chickpeas, plain yogurt, parsley, ground turmeric, vegetables, coconut oil",Indian
605,"tomato purée, free range egg, crushed garlic, water, chopped tomatoes, lean beef mince, cumin seeds, Garam Masala, onion, brown basmati rice, ground turmeric, black pepper, root ginger, rapeseed oil",Indian
606,"pepper, curry paste, cumin, garam masala, olive oil, onion, bell peppers, diced tomatoes, orange, garlic, coriander",Indian
607,"garlic paste, green chili, cumin seeds, yogurt, black pepper, cloves, coriander seeds, chicken, shahi jeera, red chili, oil, onion, salt, cinnamon stick, star anise, lemon juice, cardamom",Indian
608,"kosher salt, cumin seeds, lemon juice, red onion, water, green chiles, minced garlic, green cardamom pods, ghee, cinnamon stick, ground cardamom, boneless, skinless chicken breasts, lemon wedges, cloves, green cardamom pods, chopped fresh cilantro, basmati rice, fresh ginger, bay leaves",Indian
609,"cashews, plain yogurt, Garam Masala, coriander, water, jalapeno, cumin, sugar, garlic cloves, chillies, ghee, salt, paneer, frozen spinach, ginger, yellow onion, black mustard seeds",Indian
610,"medium potatoes, vegetable stock, ground turmeric, sea salt, garlic, yellow onion, fresh ginger, tomatoes, ground chili, carrots, yellow lentils, curry powder, extra-virgin olive oil",Indian
611,"black pepper, ground coriander, oil, cumin, water, vegetable stock, hot chilli powder, potatoes, garam masala, onion, fresh spinach",Indian
612,"fresh cilantro, Garam Masala, diced tomatoes, butter, plain yogurt, heavy cream, garlic, chili peppers, turmeric, cumin, ground coriander, chicken breasts, frozen peas, sugar, basmati rice, kosher salt, fresh ginger, onion",Indian
613,"gravy, onion, chick peas, chickpeas, pepper corn, garlic paste, ghee, water, pomegranate seeds, seeds, masala, red chilli, cumin seeds, cinnamon stick, bay leaves, ginger paste, bay leaves, vegetable oil, water, baking soda, green chilli, coriander seeds, clove, couscous, black cardamom, salt, coriander leaves, black cardamom, chole, turmeric powder, green cardamom",Indian
614,"salt, urad dal, bengal gram, mustard seeds, curry leaves, red chili, grated coconut, onion, coconut oil, tamarind paste, asafoetida",Indian
615,"black pepper, ground turmeric, ground ginger, asafoetida, Garam Masala, ground cinnamon, cardamom pods, water, lentils, mint leaves, lettuce, ground cumin, ground coriander, mustard seeds, sea salt, ghee, coconut milk",Indian
616,"garlic, olive oil, mint leaves, black pepper, curry powder, sugar, coarse salt, plain yogurt, cilantro leaves, lemon juice",Indian
617,"salt, bread slices, olive oil, water, chilli powder, plain yogurt, green bell pepper, black pepper, sambhar powder, medium onion, ginger, quick oats, semolina, all purpose flour, medium tomato, fresh cilantro, rice flour",Indian
618,"cashews, ground cardamom, unsalted butter, granulated sugar, grated carrots, whole milk",Indian
619,"ground ginger, ground cardamom, honey, curry powder, salt, chicken drumsticks, cayenne pepper, paprika, cinnamon, turmeric, black pepper, Mountain High Yoghurt, cumin, ground coriander",Indian
620,"mustard oil, cumin seed, potato, tomato, red chili powder, sugar, pointed gourd, bay leaf, salt, green cardamom, onion, ginger, turmeric powder, coriander powder, Garam Masala, cumin powder, garlic clove, red chili",Indian
621,"tomato paste, minced ginger, cardamom pod, butter, passata, cloves, chili powder, garlic cloves, Garam Masala, cream, tumeric, Garam Masala, ground coriander, lemon juice, halloumi",Indian
622,"eggplant, cumin, fresh lemon juice, flour, chili garlic sauce, water, baking powder, salt, coriander, fresh mint",Indian
623,"fresh spinach, turmeric, green lentils, fresh ginger, chopped fresh cilantro, salt, garlic cloves, tomato paste, water, ground cumin, ground coriander, Garam Masala, green curry paste, coconut milk, olive oil",Indian
624,"cumin seeds, groundnut oil, salt, chili powder, okra, turmeric powder, garam masala powder",Indian
625,"coconut milk, brown rice, cumin, Garam Masala, turmeric, ginger, lemon juice, coriander, stock, aubergine, onion, garlic cloves, chickpeas, chilli",Indian
626,"butter, asafoetida, cumin seeds, rajma, butter, Garam Masala, tomato puree, chili paste, finely chopped onion, coriander leaves, kasuri methi, salt, amchoor, turmeric powder, red chili powder",Indian
627,"chilies, pineapple, water, vegetable oil, onions, brown sugar, salt, white wine vinegar, curry powder, ground ginger, mangoes",Indian
628,"onion, curry powder, ground coriander, plain yogurt, peeled fresh ginger, lime juice, carrots, vegetable oil, vegetable broth, grated lime peel, ground mustard",Indian
629,"salt, coconut oil, lemon juice, coriander leaves, chana dal, green chilies, rice, turmeric powder, mustard seeds, ginger, roasted peanuts, rice, asafoetida, peppercorns",Indian
630,"ginger, cinnamon, beef, green chilies, ginger, cloves, whole black pepper, curry leaves, cardamom, star anise, salt, onion, coriander powder, garlic, fennel seeds, turmeric powder, coconut oil, water, chili powder",Indian
631,"salt, cayenne pepper, fresh ginger, ground turmeric, ground cumin, garlic, red food coloring, black pepper, ground coriander, lemon juice, garam masala, peanut oil, onion, yogurt, smoked paprika, chicken",Indian
632,"ground turmeric, soya chunks, red chili powder, coriander powder, garlic, tomato, water, cinnamon, black peppercorns, Garam Masala, bay leaf, ginger, cumin seeds, green peas, salt, onion, cilantro",Indian
633,"green chilies, sugar, salt, water, garlic, raw cashews, diced tomatoes, Garam Masala, cayenne, oil, Garam Masala, clove, bay leaves, medium onion, fenugreek leaves, cilantro, green bell pepper, cayenne, ginger, ground coriander, ground cardamom, firm tofu",Indian
634,"cream, red chili powder, chopped tomatoes, fresh coriander, salt, garam masala, soya bean, garlic, onions, ground turmeric",Indian
635,"water, ground coriander, fresh cilantro, salt, salt, ground cumin, brown lentils, olive oil, water, Garam Masala, basmati rice, red onions",Indian
636,"urad dal, urad dal, oil, dal, fenugreek seeds, rice, parboiled rice, onion, potatoes, mustard seeds, salt, ginger, dal, curry leaves, coriander leaves, green chillies",Indian
637,"chilli pepper, salt, tomatoes, Garam Masala, chilli pepper, onion, cumin, small onion, root ginger, coriander, lemon juiced, turmeric, chickpeas",Indian
638,"turmeric, bay leaf, cumin seeds, fenugreek seeds, fennel seeds, plum tomatoes, red lentils, water, Bengali Five Spice, mustard seeds, kosher salt, vegetable, lime, basmati rice, cilantro, yellow onion, garlic",Indian
639,"chilli powder, cumin seeds, tomato, coriander powder, oil, turmeric powder, green chillies, cream, onion, garam masala, salt, milk, jeera, fenugreek leaves, paneer, chaat masala, garlic paste",Indian
640,"tomatoes, paneer, cumin seeds, salt, ginger garlic paste, onions, kasuri methi, cloves, bay leaf, coriander leaves, oil, green chilies, coriander powder, chili powder, onions, cream, green cardamoms, garam masala powder, butter, turmeric powder, cashews",Indian
641,"water, milk, nonfat dry milk powder, cardamom pods, vegetable oil, baking soda, unbleached all-purpose flour, brown sugar, rose water, unsalted butter",Indian
642,"turmeric powder, cumin seeds, cumin powder, mustard seeds, chilli powder, salt, oil, cucumber, coriander",Indian
643,"black tea leaves, star anise, green cardamom pods, cinnamon stick, milk, water, sweetener, fresh ginger",Indian
644,"red radishes, plain whole milk yogurt, olive oil, serrano chile, kosher salt, red onion, chopped fresh mint, cilantro leaves, cilantro, fresh lime juice",Indian
645,"salt, salt, mustard oil, urad dal, salt, seeds, peanuts, cashew nuts, rice, lemon, asafoetida, curry leaves, green chilies, turmeric powder",Indian
646,"curry powder, red pepper flakes, turmeric, salt, garlic cloves, basil, jalapeño pepper, eggplant, tomatoes, oil, ground coriander, vegetable broth, fresh ginger, ground cumin, large onion",Indian
647,"tortillas, tandoori paste, greek yogurt, chicken breast, carrots, iceberg lettuce, red onion, red bell pepper",Indian
648,"salt, green chilli, chutney, green chili, red chili powder, chaat masala, lemon juice, tamarind pulp, water, haldi, onion, yogurt, chutney, peas, coriander leaves",Indian
649,"garlic powder, , chicken legs, chiles, bay leaf, distilled white vinegar, crosswise, ground clove, canola oil, ginger, garlic, plain yogurt, ground ginger, cardamom seeds, black salt, ground cinnamon, salt, chat masala, red chile powder",Indian
650,"rose water, yogurt, strawberry puree, sugar, cardamom powder, milk",Indian
651,"cooking oil, tomato paste, amchur, curry leaves, red onion, mustard seeds, chili powder, salt, coriander powder, turmeric, garlic cloves, cumin powder, small potatoes",Indian
652,"water, spice mix, chana dal, salt, serrano pepper, cayenne pepper, chopped cilantro, ground cumin, ground coriander, dried chickpeas, garlic, white onion, turmeric, lemon juice, fresh ginger, tomatoes",Indian
653,"all purpose potatoes, brown sugar, onion, green chilli, coriander, plum tomatoes, oil, ginger, walnut, cumin seeds, ground coriander, chilli powder, clove, fennel seeds, rice bread, tamarind paste",Indian
654,"salt, ginger, vegetable, cumin seeds, fresh coriander, onion, oil, fenugreek, garlic, dried chillies, gram flour, fenugreek seeds, Greek yoghurt, Garam Masala, green chilli",Indian
655,"medium tomatoes, curry powder, baby spinach, soy yogurt, ginger paste, onion, garlic, turmeric, salt, coriander, ground cumin, fenugreek, firm tofu",Indian
656,"chopped garlic, ginger, coriander powder, fennel powder, garlic, coconut oil, salt, Garam Masala, chilli powder, ginger, shallots, chilli powder, turmeric powder",Indian
657,"water, basmati rice, ground ginger, turmeric, ground cumin, cumin seeds, cloves, ground coriander, ghee, cardamom pods, fennel seeds, black pepper, mung dal, black mustard seeds, bay leaves, sea salt",Indian
658,"all purpose flour, cumin seeds, sooji, yogurt, green chili, tomatoes, white bread, cilantro, oil, salt, ginger, bell pepper",Indian
659,"cilantro, chili powder, cooked rice, turmeric, cumin seeds, onion, green chili, oil, water, salt",Indian
660,"cilantro, unsalted butter, ground cumin, jalapeno peppers, paprika, greek yogurt, heavy cream, kosher salt, fresh ginger root, cornstarch, cumin seeds, water, boneless, skinless, chicken thighs, Garam Masala, diced tomatoes",Indian
661,"mutton, bay leaves, fenugreek leaves, curry powder, frozen peas, coriander powder, star anise, cardamom, ginger, chilli powder, garlic, oil, turmeric powder, cinnamon sticks, cumin powder, water, salt, onions",Indian
662,"fresh ginger, diced tomatoes, cilantro leaves, fennel seeds, onion, water, ground turmeric, bay leaf, kosher salt, freshly ground black pepper, mustard seeds, jasmine rice, red lentils, cumin seeds",Indian
663,"crushed tomatoes, boneless skinless chicken thigh, ground cumin, cilantro, minced garlic, Garam Masala, plain low-fat greek yogurt, ground coriander, dark brown sugar, ginger root, kosher salt, onion",Indian
664,"fenugreek seeds, bay leaves, ground turmeric, chicken stock, mustard seeds, fresh ginger, vegetable oil, freshly ground black pepper, dried red chilies, cilantro leaves, ground cumin, garlic, boneless skinless chicken breasts, salt, tomatoes, onion",Indian
665,"frozen peas, ground beef, yellow onion, garam masala, cilantro leaves, canola oil, garlic, coarse salt, ginger, tomatoes, serrano chili, lime wedges",Indian
666,"coriander leaves, finely chopped onion, mustard seeds, cashews, green peas, ginger, green chilies, chana dal, salt, ghee, water, french beans, oil, curry leaves, cumin seeds, quick cooking oats, chopped carrots, urad dal",Indian
667,"black peppercorns, ginger, fennel seeds, green cardamom pods, cloves, cinnamon sticks",Indian
668,"poppy seeds, coriander leaves, turmeric powder, cinnamon, lemon, cloves, cloves, tamarind paste, salt, onion, black peppercorn, chicken, cumin seeds, green chillies, vegetable, ginger",Indian
669,"dried fenugreek leaves, cardamom powder, nutmeg, olive oil, unsweetened coconut milk, sugar, cumin powder, turmeric powder, black beans, salt, chopped red onion, coriander powder, cinnamon powder, ginger powder, chili powder",Indian
670,"frozen okra, black mustard seeds, turmeric powder, pandan leaves, ginger, seeds, garlic, cumin seed, curry leaves, cinnamon stick, tomatoes, canola oil, red chili powder, red chili flakes, salt, onion, sugar, green chilies",Indian
671,"turmeric powder, onion, lemon juice, red chillies, chicken, fennel seeds, rice flour, curry leaves, urad dal, oil, salt, black mustard seeds, garlic paste",Indian
672,"cremini mushrooms, chopped cilantro, sugar, salt, cumin seeds, coriander powder, red onion, green chilis, tomatoes, oil, ginger, garlic",Indian
673,"tomato, onion, red chillies, cumin powder, mustard oil, fennel seeds, potatoes, cloves, black cardamom, turmeric powder, chilli powder, coconut milk, curry, green cardamom, salt, tamarind, ginger garlic paste, cumin seeds, fresh coriander, bay leaves, coriander powder",Indian
674,"baking soda, oil, chopped cilantro, coriander, garlic cloves, mustard seeds, black chickpeas, turmeric, lemon, large onion, diced tomatoes, minced ginger, tomato paste, green chilis",Indian
675,"Garam Masala, ginger, salt, ground coriander, chicken breasts, turmeric, red chili, cloves, tomato, ground cumin, oil, cumin seeds, water, onion",Indian
676,"garlic paste, salt, turmeric powder, goat, onions, coriander powder, cumin powder, ginger paste, red chili powder, garam masala powder, tomatoes, chopped coriander, vegetable",Indian
677,"fresh cilantro, salt, yellow onion, red lentils, curry powder, ground cumin, garlic, minced ginger, tomatoes, water, Garam Masala, coconut oil, ground turmeric, mustard seeds, cayenne",Indian
678,"cashews, rice, chana dal, coriander leaves, chana dal, onions, water, seeds, green chillies, asafoetida, mustard seeds, potatoes, hot water, salt, poha, turmeric powder, water, rock salt, sugar, oil, water, water, curry leaves, water, ginger, urad dal",Indian
679,"black olives, turmeric powder, bengal gram, coriander, chilli powder, cinnamon, onion, chaat masala, oil, ginger, black cumin seeds, garlic, salt, meat, black cardamom, ginger powder",Indian
680,"vegetable oil, caster sugar, dried fruits, green cardamom pods, milk, carrots",Indian
681,"mustard oil, ginger, garlic, fenugreek leaves, coriander, lemon, Greek yoghurt, salt, green chilli, chilli powder, chicken legs, cumin seeds, garam masala",Indian
682,"vegetables, methi, grated coconut, red chillies, black peppercorns, green cardamom, coconut oil, salt, fennel seeds, water, coconut oil, chilli powder, coriander seeds, water, curry leaves, cinnamon stick, garlic, salt, coconut milk, water, mixed vegetables, small tomatoes, hot water, jeera, ginger, black cardamom, cloves, large onion, haldi, fenugreek seeds",Indian
683,"soy sauce, garam masala, chicken, gram flour, chilli powder, oil, salt, water, turmeric powder",Indian
684,"cardamom, saffron, sugar, bay leaf, rice, water, cinnamon stick, cloves, cashew nuts, raisins, ghee, green peas",Indian
685,"coriander seed, broth, coriander seed, turmeric root, white wine vinegar, fresh spinach leaves, lemon, fresh cilantro, plain greek yogurt, Simply Organic Garam Masala, cane sugar, garlic, cumin seed, yellow onion, brown lentils",Indian
686,"ground turmeric, small onion, ground cumin, sambal oelek, salt, full fat coconut milk, fresh ginger, garlic cloves, extra firm tofu, fresh spinach, vegetable broth, Garam Masala, vegetable oil, lemon juice, sugar",Indian
687,"fresh coriander, bay leaves, chilli powder, green peas, cinnamon stick, fresh ginger, onion, ghee, ground coriander, Garam Masala, warm water, garlic cloves, cloves, salt, vegetable oil, ground turmeric, tomatoes, medium potatoes",Indian
688,"paneer, cumin seeds, salt, cloves, turmeric powder, tomatoes, red chilly powder, onions, spinach, Garam Masala, vegetable oil, ginger",Indian
689,"pumpkin, water, olive oil, amchur, ginger, garlic, fine grain sea salt, chili powder, diced tomatoes, onion, Garam Masala, cilantro, ground cumin, bay leaf, small potato",Indian
690,"crushed pistachios, cardamom powder, natural yogurt, milk, sugar, mangoes",Indian
691,"milk, onion, garlic cloves, salt, puff pastry, fresh coriander, egg yolk, chicken mince, salt, potato, red chilli, sugar, tomato, curry powder, hot water, spring onions, water, vegetable oil, lemon juice, Garam Masala, fresh ginger, fresh mint leaves",Indian
692,"coriander, rack of lamb, black pepper, ginger, sugar, mustard, curry, cumin, sea salt, turmeric",Indian
693,"garlic, onions, butter, chicken pieces, cardamom pods, turmeric, Garam Masala, salt, cayenne pepper, ginger, coriander powder, milk, ginger, vegetable oil, red chili powder, tomatoes, cloves, spinach",Indian
694,"green cardamom pods, onions, lemon, oil, salt, red chile powder, ground turmeric, ginger paste, chopped tomatoes, garlic paste, yogurt, curry leaves, curry, cloves, caraway seed",Indian
695,"cinnamon, cardamom, oil, cumin seeds, mint leaves, lamb chops, onions, yogurt, cloves, red chili, garlic paste, coriander leaves, green chili, salt, seeds",Indian
696,"salt, water, mustard seeds, cilantro, brown sugar, tomato paste, serrano pepper, apple cider vinegar, russet potatoes, paprika, ginger, cinnamon, pepper, greek yogurt, shallots, tumeric, cumin seeds, vegetable oil, garlic, coriander seeds, mint, black peppercorns",Indian
697,"turmeric, vegetable oil, salt, tomatoes, chili powder, fresh cilantro, cumin, garlic cloves, bay leaf, green chili, mustard powder, granulated sugar",Indian
698,"milk, curry leaves, cinnamon, sugar, salt, cardamom, green chilli, coriander powder, coriander powder, tamarind, pumpkin, minced garlic, chilli powder, tamarind, chilli powder, turmeric, sugar, tomato, water, curry powder, green chilli, cinnamon, pumpkin, milk, curry leaves, minced ginger, turmeric, beef, pandan leaf, salt, water, onion, curry powder, minced ginger, pandan leaf, onion, cardamom, minced garlic, tomato, beef",Indian
699,"sea salt, oil, sugar, crushed tomatoes, onion, water, cilantro, chick peas, garam masala, masala",Indian
700,"asafetida, chopped cilantro, oil, ginger, split chickpeas, cayenne, salt, Garam Masala, cayenne, ground coriander, cumin seeds, paprika, water, large tomato, turmeric, garlic",Indian
701,"cardamom seeds, fresh ginger, fresh coriander, oil, masala, medium potatoes, garlic, onion, Garam Masala, ground cumin, chopped tomatoes, vegetable stock, chicken, peas",Indian
702,"jalapeño pepper, hot water, water, garlic, lemon, mint leaves, coconut, cilantro",Indian
703,"bone-in chicken breast halves, ground cumin, lemon juice, Garam Masala, Bull's Eye Original Barbecue Sauce",Indian
704,"garlic, large tomato, oil, mustard seeds, turmeric powder, ghee, cumin seeds, red chili powder, green chilies, toor dal, asafetida, onion, ginger, salt, spinach, dried red chilies",Indian
705,"potato, garlic, cooking oil, onion, green chilli pepper, green pepper, root ginger, curry powder, chicken, cumin seeds, tomatoes, coriander leaves",Indian
706,"coriander, black salt, salt, mint leaves, water, mango powder, cumin, chillies, tamarind",Indian
707,"cloves, turmeric powder, salt, coriander seeds, lemon juice, vegetable oil, cinnamon stick, mustard seeds, garlic cloves, potatoes, ginger, sugar, kashmiri red chillis, peppercorns, cumin seeds, curry leaves",Indian
708,"cinnamon stick, cumin seeds, black peppercorns, cloves, cardamom seeds, nutmeg",Indian
709,"garlic powder, turmeric, Garam Masala, ginger, medium tomato, jalapeno, heavy cream, water, olive oil, onion powder, salt, baby spinach",Indian
710,"canola oil, all purpose flour, fine salt, russet potatoes, cayenne pepper, sauce, turmeric, Bengali 5 Spice",Indian
711,"chili powder, ginger, ginger, half and half, plain yogurt, onion, turmeric, garlic, chicken, lemon juice, coriander, salt, salt, tomato sauce, fire roasted tomatoes, Garam Masala, cilantro, vegetable oil, Garam Masala, cumin, garlic, butter",Indian
712,"garlic, ground ginger, curry paste, yellow onion, ground cinnamon, Garam Masala, tomato paste, cilantro, Greek yoghurt, coconut milk, ground cardamom, butter, ground coriander, extra virgin olive oil, salt, chicken breasts",Indian
713,"small potatoes, cashews, salt, garlic, onions, turmeric powder, red chili powder, cardamom pods, bay leaf, fennel seeds, cinnamon stick, oil, cumin seeds, cloves, tomatoes, green chilies",Indian
714,"chilli, lemon juice, curry powder, sugar, salt, chicken breast, ground ginger, natural yoghurt",Indian
715,"blanched almonds, dates, blanched almonds, evaporated milk, evaporated milk, saffron, vanilla extract, rose extract, saffron, cardamon, semolina, ghee, ghee, rose extract, raisins, sweetened condensed milk, cardamon, sweetened condensed milk, dates, semolina, raisins",Indian
716,"kosher salt, freshly ground black pepper, head cauliflower, chopped fresh cilantro, curry powder, olive oil",Indian
717,"red onion, fresh lemon juice, salt, chopped cilantro, mustard seeds, yukon gold potatoes, ground turmeric, Garam Masala, large tomato, water, frozen peas, fresh ginger, cumin seeds, ground coriander, cayenne, ground cumin, safflower oil, garlic",Indian
718,"tomato paste, chicken thighs, cayenne pepper, coconut milk, paprika, fresh ginger, cumin seeds, Garam Masala, coriander seeds",Indian
719,"green beans, steamed rice, blue eye, yoghurt, garlic, onion, vegetable oil, masala",Indian
720,"ground cumin, ginger, rice, large potatoes, Garam Masala, oil, salt",Indian
721,"Garam Masala, curry leaves, salt, oil, peanuts, red chilly powder, chaat masala",Indian
722,"salt, ginger, red pepper, ghee, turmeric, green chili, urad dal, mango powder, lemon, asafetida, water, ginger, Garam Masala, cumin seeds",Indian
723,"freshly grated ginger root, white onions, black pepper, brown sugar, toasted almonds, cinnamon, red chili, ground cloves, nutmeg, turmeric, Garam Masala, water, salt, yellow curry powder, ground cardamom, coconut milk, crushed tomatoes, cumin, olive oil, plain low fat yogurt, garlic, ground coriander seed, chick peas, saffron",Indian
724,"freshly grated ginger, sweet potatoes, apple cider vinegar, black pepper, light brown sugar, dried cherries, pumpkin seeds, Garam Masala, large potatoes, onions, kosher salt",Indian
725,"oil, bay leaf, cloves, butter, garlic paste, paneer, tomato, cinnamon, coriander powder, onion, salt, cream, coriander, red chili powder, cashew nut, red chilies",Indian
726,"hemp milk, fresh ginger, cardamom pods, date, ground turmeric, ground cinnamon, oat, water, coconut, ground cardamom, ground nutmeg, ground black pepper, ground ginger, ghee, almond",Indian
727,"ginger root, basmati rice, garlic, naan bread, ground coriander, cumin seeds, salt, coconut oil, spinach, jalapeno, ground turmeric, medium onion, Garam Masala, paneer, unsweetened coconut milk, medium tomato",Indian
728,"fresh lime juice, nonfat plain yogurt, salt, freshly ground pepper, ground cumin, chopped fresh mint, cucumber",Indian
729,"sea salt, cardamom, mint leaves, curry powder, skinless boneless chicken breasts, black pepper, turmeric, dry mustard, plain yogurt, onion, vinegar, lemon juice",Indian
