ID,Ingredients,Cuisine
720,"white onions, pasta, salt, peeled tomatoes, extra virgin olive oil, ground black pepper, sugar, pasta",Italian
721,"dried chickpeas, olive oil, freshly grated Parmesan cheese, Italian seasoning, garlic powder, pepper flakes, black pepper, olive oil, salt",Italian
722,"prebaked pizza crusts, shredded mozzarella cheese, ragu old world style pasta sauc, pizza toppings",Italian
723,"salt, fettuccine, fettuccine, black pepper, heavy cream, egg yolk, salted butter, grated Parmesan cheese, fresh flat leaf parsley",Italian
724,"red pepper flakes, cheese tortellini, large eggs, oil, freshly grated Parmesan, all-purpose flour, marinara sauce, panko, parsley",Italian
725,"cured meats, mozzarella, herb, pizza dough, pizza sauce, olive oil, spinach",Italian
726,"fresh rosemary, fresh basil, grated romano cheese, fresh flat leaf parsley, kosher salt, greens, ground black pepper, unsalted butter, minced garlic",Italian
727,"water, small yellow onion, medium carrot, ground beef, freshly ground black pepper, crushed tomatoes, celery, kosher salt, dried thyme, diced tomatoes, green cabbage, garlic, dried basil, dried oregano, tomato sauce",Italian
728,"zest, caster sugar, free range eggs, chopped hazelnuts, plain flour, baking powder",Italian
729,"sugar, butter, egg white, active dry yeast, warm water, cold water, salt, bread flour",Italian
730,"Parmesan cheese, cracked black pepper, marinara sauce, kosher salt, ricotta cheese, extra-virgin olive oil, mozzarella, fresh spinach, large egg, lasagna noodles",Italian
731,"half & half, potato, grated Parmesan, olive oil, roasted red pepper, fresh parsley, red pepper flakes, salt, yellow onion, dried oregano, eggs, ricotta cheese, pepper",Italian
732,"black pepper, Parmesan cheese, salt, dried basil, canola oil, Dijon mustard, onion powder, red wine vinegar, garlic powder, dried oregano, sugar",Italian
733,"butter, penne, freshly grated Parmesan, fresh spinach, whole milk ricotta, salt, spinach",Italian
734,"cooked chicken breasts, chopped onion, pepper, diced tomatoes, frozen spinach, uncooked rigatoni, chive, shredded mozzarella cheese, salt, olive oil",Italian
735,"freshly ground pepper, fresh basil leaves, diced tomatoes with juice, italian seasoning, shredded mozzarella cheese, egg, onion, olive oil, pasta, grated Parmesan cheese, garlic cloves, salt, ricotta cheese",Italian
736,"grape tomatoes, fresh basil, romaine lettuce, pitted olives, extra virgin olive oil, hothouse cucumbers, red wine vinegar, salt, garlic, dried oregano, Italian parsley, red bell pepper, ricotta salata, honey, carrot, ground black pepper, feta",Italian
737,"grated Parmesan, ricotta, frozen spinach, rigatoni, ground black pepper, grated nutmeg, salt, olive oil, Fontina",Italian
738,"butter, heavy cream, grated Parmesan cheese, baby spinach, turkey meatballs, salt, black pepper, Italian seasoning, grated Parmesan, garlic powder, pasta, shredded mozzarella cheese",Italian
739,"grated Parmesan cheese, chicken broth, baby spinach leaves, ground Italian sausage, diced tomatoes, gnocchi, freshly ground black pepper",Italian
740,"shredded mozzarella cheese, hellmann's or best foods real mayonnaise, ground black pepper, ham, tomato, loosely packed fresh basil leaves, prebaked pizza crust",Italian
741,"roasted red pepper, marinara sauce, provolone cheese, dried oregano, red pepper flakes, italian sausages, ciabatta buns",Italian
742,"pepper, oregano, celery flakes, onion powder, thyme, garlic powder, sea salt, dried parsley",Italian
743,"dried oregano, ground black pepper, dried thyme, non-stick cooking spray, olive oil, whole grain bread, garlic powder, sea salt",Italian
744,"linguini, garlic cloves, grated Parmesan cheese, chilli peppers, olive oil, parsley",Italian
745,"baby spinach, olive oil, chopped garlic, salt, freshly grated Parmesan cheese, cracked black pepper, grated pecorino cheese, frozen green peas, cracked black pepper, pasta, freshly grated Pecorino Romano cheese",Italian
746,"minced garlic, Parmesan cheese, tomato sauce, hot Italian sausages, onion, basil leaves, fettuccine pasta, olive oil",Italian
747,"large egg, olive oil, grated Parmesan cheese, black pepper, tomato paste, garlic, shredded mozzarella, bay leaves, diced tomatoes, lasagna noodles, oregano, dried parsley, basil, tomato sauce, tomato puree, yellow onion, ground beef, sugar, ricotta cheese, salt",Italian
748,"Italian herbs, lasagna noodles, marinara sauce, granulated garlic, whole milk ricotta cheese, hot Italian sausage, mozzarella cheese",Italian
749,"cooked chicken breast, vegetable, egg white, italian seasoning, refrigerated crescent dough sheet, grated Parmesan cheese, mascarpone cheese",Italian
750,"french bread, olive oil, salt, basil leaves, pepper, roma tomato, fresh mozzarella, balsamic vinegar",Italian
751,"garlic, fresh basil, sun dried tomatoes, milk, large egg, dough, lukewarm water, instant yeast, kosher salt, onion, shredded cheese, olive oil, bread flour",Italian
752,"freshly ground black pepper, grated romano cheese, salt, pine nuts, extra-virgin olive oil, fresh basil leaves, garlic cloves",Italian
753,"all-purpose flour, olive oil, grated Parmesan cheese, ground black pepper, kosher salt, onion, orzo pasta, garlic, milk, spinach",Italian
754,"grated Parmesan cheese, white onion, shrimp, butter, mushrooms, pepper, olive oil, salt, seafood, garlic, red pepper flakes, arborio rice, parsley",Italian
755,"onion, extra-virgin olive oil, ground beef, black pepper, garlic, parsley, black pepper, sea salt, olive oil, ground pork, vegetable oil, bay leaves, red pepper flakes, sea salt, tomato sauce, Parmesan cheese, Italian plum tomatoes, large eggs, all purpose flour, panko breadcrumbs",Italian
756,"onion, salt, marinara sauce, garlic, red chili flakes, dried basil, beef, olive oil, pasta, dried oregano, fresh parsley, Parmesan cheese, black pepper, tomato paste",Italian
757,"dried oregano, water, garlic powder, garlic olive oil, baking powder, onion powder, flour",Italian
758,"crushed red pepper flakes, dried oregano, dried parsley, crushed tomatoes, sugar, pepper, dried basil, garlic cloves, extra virgin olive oil, kosher salt, diced tomatoes",Italian
759,"salt, red onion, basil, bread, red wine vinegar, pepper, olive oil, cucumber, tomatoes",Italian
760,"tomato, bread, tomato slices, freshly ground pepper, extra-virgin olive oil, sea salt, pesto, fresh mozzarella",Italian
761,"garlic cloves, lemon rind, tomato paste, eggs, olive oil, sugar, oregano, basil, cooking spray, zucchini, Parmesan cheese, basil, whole milk ricotta cheese, nutmeg, canned whole tomatoes",Italian
762,"butter, white pepper, parmigiano-reggiano, Dijon mustard, Fontina cheese, milk, Gruyere cheese, basil leaves, gnocchi, all-purpose flour, salt, garlic",Italian
763,"garlic, basil, olive oil, salt, pepper, provolone cheese, french bread, cherry tomatoes, onion",Italian
764,"flour, olive oil, freshly ground black pepper, dry white wine, coarse salt, bell pepper, boneless sirloin pork chops, scallions, cremini mushrooms",Italian
765,"pasta, carrots, salt, olive oil, fresh parsley, sugar, white onion, garlic, tomatoes, tomato paste, black pepper, fresh oregano, fresh Parmesan cheese",Italian
766,"shredded mozzarella cheese, olive oil, marinara, grated Parmesan cheese, Italian seasoning, water, garlic, sweet italian sausage, shiitake mushrooms, eggs, vermicelli pasta, ricotta cheese, red pepper flakes, fresh parsley, medium onion",Italian
767,"ricotta cheese, sweet italian sausage, crushed tomatoes, petite diced tomatoes, Italian seasoning, pasta, fresh parsley, chopped, black pepper, brown sugar, Parmesan cheese, large egg, onion, shredded mozzarella cheese, tomato paste, tomato sauce, salt, salt, garlic",Italian
768,"dried herbs, red onion, olive oil, ground black pepper, warm water, all purpose flour, sea salt, salt, ricotta cheese, sugar, olive oil, instant yeast",Italian
769,"tomato sauce, oregano, extra-virgin olive oil, part skim mozzarella, pizza dough, shredded Parmesan cheese, garlic powder, kosher salt",Italian
770,"whole peeled tomatoes, onion, garlic, carrot, kosher salt, olive oil, dried thyme, dried oregano",Italian
771,"olive oil, grapes, ricotta, olives, rosemary, sea salt flakes, baguette",Italian
772,"freshly ground black pepper, heavy cream, extra virgin olive oil, dried oregano, fettuccine, garlic cloves, white onions, Parmesan cheese, salt",Italian
773,"italian seasoning, fresh parsley, extra-virgin olive oil, dried basil, tomato sauce, egg, mozzarella cheese, salt, chopped onion, water, ground black pepper, tomato sauce, lasagna noodles, ricotta cheese, diced tomatoes, parmesan reggiano, lean ground beef, garlic, italian sausage",Italian
774,"water, lard, water, salt, extra virgin olive oil, yeast, flour, flour, yeast",Italian
775,"basil chiffonade, burrata cheese, balsamic vinegar, ciabatta bread, Heirloom tomatoes, prosciutto",Italian
776,"grated Parmesan, kosher salt, unsalted butter, flour, eggs, guanciale, heavy cream, small yellow onion, freshly ground black pepper, russet potatoes, olive oil, red wine",Italian
777,"salt, extra-virgin olive oil, instant yeast, sugar, water, sea salt, garlic, unbleached all-purpose flour, fresh rosemary",Italian
778,"black pepper, olive oil, tomato paste, whole peeled tomatoes, pancetta, ground pork, red wine, organic butter, fresh thyme, garlic, onion, ground beef, sea salt, whole milk, carrot, celery, fresh bay leaves, chicken stock",Italian
779,"large eggs, russet potatoes, sweet rice flour, white rice flour, kosher salt",Italian
780,"sun dried tomatoes, penne pasta, provolone cheese, Alfredo sauce, cooked chicken",Italian
781,"olive oil, pepper, fresh mozzarella, eggplant, fresh basil leaves, Parmesan, kosher salt, italian seasoning, marinara sauce",Italian
782,"chicken stock, Parmesan cheese, olive oil, garlic, sugar, kosher salt, diced tomatoes, dinner rolls, ground black pepper, butter, mozzarella cheese",Italian
783,"butter, oregano, onion, salt, onion, butter, red bell pepper, potato, potatoes, Parmesan cheese, oregano, red bell pepper, Parmesan cheese",Italian
784,"wine, shredded swiss cheese, gorgonzola cheese, vegetable broth, arborio rice, pepper, freshly grated Parmesan cheese, salt, small onion, butter",Italian
785,"egg, low-moisture ricotta cheese, marinara sauce, salt, garlic powder, black pepper, 85% lean ground beef, shredded mozzarella cheese, gluten free lasagna, grated Parmesan cheese, Italian seasoning",Italian
786,"plum tomatoes, red onion, extra-virgin olive oil, fresh rosemary, salt, garlic, refrigerated pizza dough",Italian
787,"pesto, salt, gnocchi, frozen green peas, freshly ground pepper, dried chili flakes, extra virgin olive oil, shiitake mushrooms",Italian
788,"mozzarella balls, french bread, basil leaves, prosciutto, salt, garlic powder, extra-virgin olive oil",Italian
789,"sharp cheddar cheese, buffalo wing sauce, green onions, pasta, butter, salt, flour, panko bread crumbs, grated Monterey Jack cheese, milk, pepper, fresh cilantro, boneless skinless chicken breasts, gorgonzola cheese",Italian
790,"baby spinach, salt, ground black pepper, sun dried tomatoes, olive oil, lemon, garlic, large garlic cloves, shrimp, fresh parsley, single cream, linguine, shallot, cider",Italian
791,"bread flour, water, water, salt, milk, active dry yeast, olive oil, warm water, active dry yeast, bread flour",Italian
792,"white onion, extra virgin olive oil, salt, large garlic cloves, freshly ground black pepper, unsalted butter, pancetta, pasta, red pepper flakes, parmigiano reggiano cheese, tomato paste, San Marzano tomatoes",Italian
793,"rosemary, sugar, salt, olive oil, salt, flour, water, rosemary, yeast",Italian
794,"all purpose flour, butter, anise extract, white sugar, candy, eggs, milk, salt, rapid rise yeast, egg",Italian
795,"crushed tomatoes, fresh basil leaves, kosher salt, extra virgin olive oil, large garlic cloves, red pepper flakes",Italian
796,"pesto, fresh mozzarella cheese, arugula, white sandwich bread, unsalted butter, meat, roasted red pepper",Italian
797,"oregano, romano cheese, tomato sauce, basil, garlic cloves, diced onion, cooked rice, red pepper flakes, Italian sausage, grated mozzarella cheese, green bell peppers",Italian
798,"yellow onion, red pepper flakes, fresh oregano, cracked black pepper, bay leaf, red wine, dried oregano, fresh basil, sea salt, carrot, dried thyme, avocado oil, garlic, crushed tomatoes",Italian
799,"butter, grated Parmesan cheese, heavy cream, sun dried tomatoes, bucatini",Italian
800,"marinara sauce, salt, bay leaves, cream cheese, garlic, pepper, Italian seasoning, chicken tenders, pasta, onion",Italian
801,"italian seasoning, olive oil, Parmesan cheese, chicken stock, onion, Parmesan cheese, salt, pasta, medium carrots, milk, salt, pepper, pepper, italian seasoning, celery, egg, parsley, garlic, panko bread crumbs, baby spinach leaves, ground chuck",Italian
802,"basil, bell peppers, lasagna noodles, mozzarella, marinara sauce, garlic, sliced pepperoni, yellow onion, italian sausage",Italian
803,"green bell pepper, cremini mushrooms, Bertolli Vodka Sauce, garlic, pasta, Bertolli® Classico Olive Oil, fresh rosemary, balsamic vinegar, boneless skinless chicken thighs",Italian
804,"ground black pepper, rosemary leaves, pizza dough, yellow onion, yukon gold potatoes, extra virgin olive oil, kosher salt",Italian
805,"shredded cheese, water, oregano, sea salt, basil, chopped onion, ground beef, garlic powder, tomato sauce, whole wheat pasta",Italian
806,"egg, coarse salt, mozzarella cheese, shredded Parmesan cheese, marinara sauce, ricotta cheese, fresh basil, ground Italian sausage, oven ready lasagna noodles",Italian
807,"shredded Parmesan cheese, olive oil, eggplant, garlic, red pepper flakes, cherry tomatoes, basil, zucchini, lasagna noodles, salt, panko breadcrumbs, corn, onion, tomato sauce, shredded mozzarella cheese",Italian
808,"butter, italian seasoning, creamcheese, sea salt, coconut flour, mozzarella cheese, garlic powder, eggs",Italian
809,"tomatoes, balsamic vinegar, salt, baguette, extra-virgin olive oil, freshly ground black pepper, capers, fresh mozzarella, garlic clove, red onion, fresh basil",Italian
810,"freshly ground pepper, frozen corn kernels, bacon, polenta, grated Parmesan cheese, water, chopped fresh sage",Italian
811,"roasted red bell pepper, olive oil, bread, bread, mozzarella, artichokes, pesto, red onion",Italian
812,"lemon zest, virgin olive oil, Parmigiano Reggiano, chicken stock, dry white wine, toasted pine nuts, onion, heavy cream, parsley, cauliflower, garlic",Italian
813,"penne rigate, garlic, mozzarella cheese, onions, grated Parmesan cheese, italian seasoning, ground Italian sausage, crushed tomatoes, fresh spinach, salt, ground black pepper",Italian
814,"cold cuts, provolone, large egg, lukewarm water, kit, marinara sauce, sausage, roasted garlic, ricotta",Italian
815,"chicken stock, cream, garlic cloves, italian sausages, pesto, grated Parmesan cheese, cheese tortellini, baby spinach, sliced mushrooms",Italian
816,"i can't believe it's not butter! made with olive oil spread, garlic, cut-up cooked chicken, yellow bell pepper, yellow onion, arborio rice, grated Parmesan cheese, fat free reduced sodium chicken broth, chopped fresh sage",Italian
817,"mushroom, garlic clove, fresh basil, olive oil, sea salt, white balsamic vinegar, lemon, courgettes, bell pepper",Italian
818,"olive oil, medium tomatoes, medium onion, Italian seasoning, zucchini, red chili flakes, zucchini, sea salt, garlic, Italian seasoning, olive oil, fresh basil leaves, medium onion, fresh basil leaves, sea salt, garlic, red chili flakes, medium tomatoes, cracked black pepper, cracked black pepper",Italian
819,"fresh basil, small yellow onion, garlic, red pepper flakes, salt, dried oregano, olive oil, whole peeled tomatoes",Italian
820,"condensed cream of chicken soup, italian salad dressing, cream cheese, skinless boneless chicken breasts, shredded Parmesan cheese, italian salad dressing mix",Italian
821,"kosher salt, italian seasoning, garlic powder, cauliflower, marinara sauce, crushed red pepper flakes, olive oil",Italian
822,"Italian seasoning, sugar, olive oil, parsley, tomatoes, kosher salt, Parmigiano Reggiano, tomato paste, dried pasta, lean ground beef, white onion, garlic cloves, cracked pepper",Italian
823,"cocoa powder, heavy cream, brandy, large egg yolks, lady fingers, powdered sugar, powdered sugar, mascarpone, brandy, espresso, granulated sugar",Italian
824,"pizza dough, provolone cheese, pepperonis, marinara, italian sausage, green bell pepper, virgin olive oil",Italian
825,"pepper, olive oil, diced tomatoes, fresh basil leaves, red onion, salt, large garlic cloves",Italian
826,"salt, honey, bread flour, dried yeast, water, extra virgin olive oil, whole wheat flour",Italian
827,"black pepper, angel hair pasta, shrimp, fresh parsley, dry vermouth, salt, butter, olive oil, oregano, lemon juice, panko, red pepper flakes, garlic, sugar, seafood stock, Parmesan cheese",Italian
828,"Italian herbs, frozen bread dough, fresh parsley, part-skim mozzarella, ",Italian
829,"large eggs, cocoa powder, sugar, baking soda, salt, espresso powder, flour, hazelnuts, baking powder",Italian
830,"dried basil, marjoram, dried oregano, dried thyme, dried rosemary, dried sage",Italian
831,"red wine vinegar, butter, provolone cheese, turkey breast, tomato, zesty Italian dressing",Italian
832,"dried basil, olive oil, onion, beef stock, roast beef, fresh basil, green pepper, mushrooms, roasted tomatoes, dried oregano",Italian
833,"sun dried tomatoes, buttermilk, buttermilk, fresh basil leaves, salt, butter, caster sugar, self-raising flour",Italian
834,"orange bell pepper, italian seasoning, fresh basil leaves, noodles, salt, onion, black pepper, white wine, diced tomatoes with juice, sausage links, flat leaf parsley, garlic, red bell pepper, yellow bell pepper",Italian
835,"small potatoes, dried Italian seasoning, carrots, boneless pork shoulder roast, black pepper, olive oil, garlic salt, fennel bulbs, dried parsley, fennel seeds, water",Italian
836,"tuna in olive oil, crushed tomatoes, extra-virgin olive oil, garlic, butter, salt, pasta shells, flat leaf parsley, pepper",Italian
837,"orange marmalade, raisins, dried figs, baking powder, candy sprinkles, powdered sugar, salt, granulated sugar, walnuts, all purpose flour, almonds, all purpose flour, salt, black pepper, ground cinnamon, milk, honey, large egg, salt, pumpkin pie spice, unsalted butter, vanilla extract, dark chocolate chips, vanilla extract",Italian
838,"sirloin steak, shredded mozzarella cheese, chunky pasta sauce, crushed red pepper flakes, vegetable oil",Italian
839,"sweet baking chocolate, mascarpone cheese, whipping cream, brewed coffee, panettone, icing sugar",Italian
840,"salt, garlic, light butter, skinless boneless chicken breasts, fat-free chicken broth, dried basil, red bell pepper, whole wheat pasta, baby spinach leaves, white wine, grated Parmesan cheese, dried oregano, fat free milk, whole wheat flour, pepper",Italian
841,"black pepper, garlic cloves, tomato paste, chopped basil, whole peeled tomatoes, vodka, penne pasta, balsamic vinegar, sweet onion, kosher salt, red pepper flakes, half and half, grated Parmesan cheese, extra virgin olive oil",Italian
842,"dried oregano, oregano, dried basil, cauliflower, grated Parmesan cheese, fresh basil, pepper, salt, olive oil, garlic cloves, garlic cloves, crushed red pepper flakes",Italian
843,"kosher salt, fresh basil leaves, cherry tomatoes, balsamic vinegar, extra-virgin olive oil, fresh mozzarella, kosher salt, pepper, pepper",Italian
844,"Bertolli Tomato & Basil Sauce, bruschetta toppings, loaf italian bread, cut into, garlic, Bertolli Extra Virgin Olive Oil",Italian
845,"salt, heavy cream, paprika, chicken stock, garlic, paprika, olive oil, Parmesan cheese, dried oregano, garlic salt, chopped parsley, brown onion, dried oregano, freshly ground black pepper, chicken breasts, baby spinach, all purpose flour, sun dried tomatoes, dried thyme, white wine, red bell pepper, large egg, salt",Italian
846,"pepper, garlic, dried basil, grated Parmesan cheese, cheese ravioli, crushed tomatoes, ground Italian sausage, salt, medium onion, half and half, dried oregano, chicken stock, baby spinach",Italian
847,"pizza sauce, mozzarella, Parmesan cheese, olive oil, panini, pepper, pepperoni, pizza crust, oregano, prosciutto",Italian
848,"garlic, ricotta, salt, olive oil, milk, frozen chopped spinach, fettuccine",Italian
849,"olive oil, Parmesan, black pepper, red pepper, garlic clove, pine nuts, basil, sun dried tomatoes, salt",Italian
850,"basil, extra virgin olive oil, grated Parmesan cheese, cherry tomatoes, kosher salt, pasta, shallot, yellow tomatoes, garlic",Italian
851,"asiago cheese, spring onions, russet potatoes, sliced mushrooms, grated Parmesan cheese, egg yolks, salt, sage leaves, bacon, black pepper, all purpose flour",Italian
852,"Italian seasoning, crushed garlic, salted butter, vegetable oil, mushroom broth, arborio rice, grated Parmesan cheese, black truffle oil, seasoned salt, black pepper, shallots, dry white wine, dried parsley, baby bella mushrooms",Italian
853,"sugar, olive oil, garlic, Italian tomatoes, onions, Italian herbs, butter, tomato paste",Italian
854,"Canadian bacon, Italian sausage, salt, butter, onion, pepperoni, olive oil, salt, warm water, Parmesan cheese, active dry yeast, all purpose flour, garlic, basil, crushed tomatoes, mozzarella cheese",Italian
855,"cooked white rice, mild sausage, shredded mozzarella cheese, spices, marinara sauce, Parmesan cheese, lean ground beef",Italian
856,"extra-virgin olive oil, linguine, oregano, garlic cloves, anchovies, peperoncino, Italian parsley, littleneck clams",Italian
857,"red pepper flakes, balsamic vinegar, garlic cloves, extra-virgin olive oil, fresh mozzarella cheese, dried oregano, active dry yeast, Parmesan, cremini, pepper, extra-virgin olive oil, warm water, fresh basil, all purpose flour, mushrooms, leek, salt, salt, sugar",Italian
858,"dried basil, dried thyme, black pepper, granulated onion, dried rosemary, dried oregano, bay leaves, dried parsley, granulated garlic",Italian
859,"cayenne pepper, red enchilada sauce, cumin, smoked paprika, onion, salt, red pepper, cilantro, pepper, olive oil, whole wheat spaghetti, garlic cloves, boneless skinless chicken breasts, sharp cheddar cheese, green pepper, chili powder",Italian
860,"sweet sopressata, spinach leaves, pizza dough, tomatoes, part-skim ricotta cheese, marinara sauce, pecorino cheese, fresh mozzarella",Italian
861,"ground pork, fennel, tomato puree, salt, red wine, spaghetti, olive oil, onion, garlic, pancetta",Italian
862,"olive oil, salt, dried oregano, lemon zest, red pepper flakes, garlic, crushed tomatoes",Italian
863,"baby arugula, butter oil, cracked pepper, shallots, dry white wine, fat-free low-sodium chicken broth, salt, arborio rice, garlic, fresh sage, butternut squash, Parmigiano Reggiano",Italian
864,"oregano, dried parsley, dry bread crumbs, lean ground beef, garlic, spaghetti sauce, onion soup mix",Italian
865,"lentils, spaghetti squash, spinach, dried oregano, diced tomatoes, Parmesan cheese",Italian
866,"butter, white pepper, milk, philadelphia cream cheese, ground nutmeg, garlic powder, Kraft Grated Parmesan Cheese, fettuccine",Italian
867,"Bertolli® Classico Olive Oil, shredded mozzarella cheese, bertolli olive oil & garlic sauc, prebaked pizza crusts, fresh basil leaves",Italian
868,"olive oil, ricotta cheese, baked pizza shell, shredded mozzarella cheese, meatballs, marinara sauce, fresh basil, grated Parmesan cheese",Italian
869,"arugula, extra-virgin olive oil, lime, avocado, basil, grated Parmesan cheese, pine nuts, garlic",Italian
870,"basil leaves, mozzarella cheese, extra-virgin olive oil, fresh yeast, salt, all-purpose flour, salt, water, canned tomatoes",Italian
871,"Parmesan cheese, ground nutmeg, heavy cream, butter, fresh basil, crusty bread, fettuccine",Italian
872,"unsweetened cocoa powder, ladyfingers, large egg yolks, espresso coffee, mascarpone, powdered sugar",Italian
873,"chopped fresh basil leaves, fresh basil leaves, freshly grated Parmesan cheese, beef, marinara sauce, ricotta cheese, shredded Italian cheese blend",Italian
874,"prosciutto, Parmesan cheese, olive oil, cherry tomatoes, black pepper, gnocchi, italian seasoning, butter, salt, garlic, spinach",Italian
875,"red pepper flakes, dried oregano, garlic, yellow onion, salt, cooked pasta, olive oil, fresh basil, extra virgin olive oil, whole peeled tomatoes, grated Parmesan cheese",Italian
876,"salt, pepper, large egg yolk, vegetable stock, unsalted butter, grated Parmesan cheese, heavy cream, fresh rosemary, risotto rice, olive oil, white wine, lemon, onion",Italian
877,"garlic, Parmesan cheese, fresh basil, red pepper flakes, gluten free penne pasta, sea salt, sun dried tomatoes, sea salt, cherry tomatoes, chicken",Italian
878,"large eggs, fresh parsley, pancetta, spaghetti, black ground pepper, parmigiana-reggiano, extra-virgin olive oil, garlic, pecorino romano cheese",Italian
879,"shredded mozzarella cheese, lasagna noodles, ricotta cheese, eggs, Ragu Traditional Sauce, grated Parmesan cheese",Italian
880,"salt, shrimp, chopped onion, penne pasta, dried oregano, red pepper flakes, extra-virgin olive oil, heavy cream, grated Parmesan, San Marzano tomatoes, vodka, pepper, garlic cloves",Italian
881,"chopped parsley, garlic puree, roasted red peppers, toasted pine nuts, olive oil, spaghetti, grated Parmesan cheese, sea salt, ground black pepper, fresh basil, black olives",Italian
882,"grated romano cheese, flour, ricotta cheese, eggs, water, pepper, salt, egg, chopped parsley, salt",Italian
883,"tomato paste, cooking liquid, onion, San Marzano tomatoes, large garlic cloves, ground black pepper, kosher salt, extra virgin olive oil, cranberry, sage leaves, fresh sage, onion, garlic cloves, vermouth, sausage links, water",Italian
884,"fresh basil leaves, strozzapreti, roasted chicken, extra-virgin olive oil, coarse salt, garlic clove, spinach, ricotta salata cheese, pine nuts, extra-virgin olive oil, fine sea salt",Italian
885,"garlic cloves, fresh basil leaves, onion, boneless pork chops, olive oil, spaghetti sauce, white wine",Italian
886,"baby spinach leaves, Italian sausage links, diced tomatoes, ravioli, chicken stock, beef stock, Parmesan cheese, fresh basil leaves",Italian
887,"Parmesan cheese, red chili pepper flakes, fresh basil, Italian parsley, garlic, diced tomatoes, black pepper, penne pasta, oregano, kosher salt, dry white wine, olive oil, medium onion",Italian
888,"bocconcini, ciabatta, fresh basil leaves, prosciutto, ",Italian
889,"dried rosemary, garlic powder, onion powder, dried thyme, dried oregano, dried basil, dried parsley, red pepper flakes",Italian
890,"salt, frozen peas, minced garlic, swiss cheese, milk, poultry seasoning, fresh herbs, seasoned breadcrumbs, chicken, water, flour, no boil lasagna noodles, Parmesan cheese, butter",Italian
891,"ground turkey breast, fresh parsley, salt, chicken broth, lasagne noodles, shredded mozzarella cheese, fresh basil leaves, ricotta cheese, tomato sauce, olive oil, oregano leaves, garlic powder, black pepper, grated Parmesan cheese, garlic",Italian
892,"warm water, light brown sugar, dry active yeast, salt, extra virgin olive oil, unbleached all-purpose flour, cornmeal",Italian
893,"lukewarm water, table salt, all purpose flour, fresh rosemary, instant yeast, extra virgin olive oil, sea salt flakes, extra virgin olive oil",Italian
894,"ground beef, nutmeg, Parmesan cheese, mozzarella, salt, olive oil, pasta, black pepper, ricotta, large eggs, onion, Italian seasoning, garlic, mozzarella, spaghetti sauce, Italian seasoning",Italian
895,"garlic cloves, flat leaf parsley leaves, eggs, parmigiano reggiano, black pepper, noodles, extra-virgin olive oil",Italian
896,"pepper, extra-virgin olive oil, marinara sauce, salt, ricotta cheese, fresh basil leaves, lasagna sheets, mozzarella ball",Italian
897,"whole milk, chopped celery, grated Parmesan cheese, pork shoulder, olive oil, pancetta, dry red wine, beef chuck roast, beef stock, sea salt, chopped carrots, yellow onion, tagliatelle, fresh ground black pepper, whole peeled tomatoes, tomato paste, butter",Italian
898,"salt, garlic, pine nuts, romano cheese, basil leaves, extra virgin olive oil, Parmesan cheese",Italian
899,"small onion, white wine, parsley, grated Parmesan cheese, salt, garlic clove, penne pasta, heavy cream, olive oil, boneless chicken breast, pepper, shrimp, butter, ground paprika",Italian
900,"whole milk ricotta, baguette, balsamic glaze, grape, olive oil, dried basil",Italian
901,"spinach, heavy cream, fettuccine pasta, dried tomatoes, boneless skinless chicken breast halves, minced garlic, chicken broth, olive oil, italian seasoning, Parmesan cheese",Italian
902,"active dry yeast, lukewarm water, cane sugar, granulated sugar, butter, all purpose flour, salt",Italian
903,"noodles, rotel, yellow onion, pepper, heavy cream, shredded cheese, olive oil, hot Italian sausage, minced garlic",Italian
904,"ground beef, shredded mozzarella cheese, grated Parmesan cheese, eggs, ricotta cheese, prego traditional italian sauce, cooked lasagna noodles",Italian
905,"salt, penne, sun dried tomatoes, garlic, sliced mushrooms, pepper, fresh basil, grated Parmesan, vodka sauce, olive oil",Italian
906,"fresh basil leaves, pine nuts, Fontina, salt, sugar, sun-dried tomato pesto, Italian bread, garlic, parmigiano, sun-dried tomatoes, crushed red pepper flakes, softened butter, water",Italian
907,"heavy cream, sun dried tomatoes, grated Parmesan cheese, butter, bucatini",Italian
908,"sunflower seeds, garlic clove, extra-virgin olive oil, shredded mozzarella cheese, crushed red pepper flakes, granulated sugar, sausage casing, kale, grated Parmesan cheese, pizza dough",Italian
909,"extra virgin olive oil, Parmesan cheese, shredded mozzarella cheese, chopped parsley, jumbo shrimp, marinara sauce, pepper, whole wheat cheese tortellini, salt",Italian
910,"basil leaves, basil leaf, red bell pepper, onion, fennel bulb, yellow bell pepper, salt, olive oil, zucchini, freshly ground black pepper, eggplant",Italian
911,"whole grain pasta, carrot, tomato, broth, swiss chard, diced yellow onion, dried thyme, virgin olive oil, finely chopped garlic, chopped parsley, kidney beans, fennel seeds, zucchini, red pepper flakes, dried oregano, Parmesan cheese",Italian
912,"freshly ground pepper, chicken cutlets, crushed red pepper, frozen chopped spinach, diced tomatoes, extra-virgin olive oil, Sicilian olives, capers",Italian
913,"flat leaf parsley, minced garlic, salt, flat leaf parsley, Parmigiano Reggiano, ground pepper, salt, ground beef, ground pepper, minced garlic, plain bread crumbs, Parmigiano Reggiano, Italian sausage, eggs, ground beef, Italian sausage, plain breadcrumbs, eggs",Italian
